Year,Month,Day,TSU,EQ,Name,Location,Country,Latitude,Longitude,Elevation,Type,Status,Time,VEI,Agent,DEATHS,DEATHS_DESCRIPTION,MISSING,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION
1854,2.0,18.0,,,Shiveluch,Kamchatka,Russia,56.653,161.36,3283,Stratovolcano,Historical,D1,5.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1854,2.0,,,,Aso,Kyushu-Japan,Japan,32.88,131.1,1592,Caldera,Historical,D1,2.0,,3.0,1.0,,,,,,,,,3.0,1.0,,,,,,,,
1854,6.0,27.0,TSU,,Alaid,Kuril Is,Russia,50.858000000000004,155.55,2339,Stratovolcano,Historical,D1,3.0,,,,,,,,,,,,,,,,,,,,,
1856,3.0,2.0,TSU,,Awu,Sangihe Is-Indonesia,Indonesia,3.67,125.5,1320,Stratovolcano,Historical,D1,3.0,P,2806.0,4.0,,,,2.0,,3.0,,3.0,2806.0,4.0,,,,2.0,,3.0,,3.0
1856,7.0,26.0,TSU,,Shishaldin,Aleutian Is,United States,54.75,-163.97,2857,Stratovolcano,Historical,D1,,,,,,,,,,,,,,,,,,,,,,
1856,9.0,25.0,,,Komaga-take,Hokkaido-Japan,Japan,42.07,140.68,1140,Stratovolcano,Historical,D1,4.0,P,20.0,1.0,,,,,,,,3.0,20.0,1.0,,,,,,,,3.0
1857,4.0,17.0,TSU,EQ,Umboi,New Guinea-NE of,Papua New Guinea,-5.5889999999999995,147.875,1548,Complex volcano,Holocene,U,,,,,,,,,,,,,,,,,,,,,,
1858,1.0,,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,2.0,P,,1.0,,,,,,,,,,1.0,,,,,,,,
1858,4.0,23.0,,,Tate-yama,Honshu-Japan,Japan,36.57,137.6,2621,Stratovolcano,Historical,D3,,m,,3.0,,,,,,,,,,3.0,,,,,,,,
1858,7.0,3.0,,,Tate-yama,Honshu-Japan,Japan,36.57,137.6,2621,Stratovolcano,Historical,D3,,m,,3.0,,,,,,,,,,3.0,,,,,,,,
1860,4.0,,,,Semeru,Java,Indonesia,-8.107999999999999,112.92,3676,Stratovolcano,Historical,D1,2.0,,,,,,,,,1.0,,,,,,,,,,,,1.0
1860,8.0,18.0,,,Fuego,Guatemala,Guatemala,14.472999999999999,-90.88,3763,Stratovolcano,Historical,D1,2.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1860,,,,,Grimsvotn,Iceland-NE,Iceland,64.42,-17.33,1725,Caldera,Historical,D1,,m,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1861,5.0,7.0,,,Dubbi,Africa-NE,Eritrea,13.58,41.808,1625,Stratovolcano,Historical,D3,3.0,,106.0,3.0,,,,,,3.0,,3.0,106.0,3.0,,,,,,3.0,,3.0
1861,5.0,,,,Grimsvotn,Iceland-NE,Iceland,64.42,-17.33,1725,Caldera,Historical,D1,2.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1861,12.0,29.0,,,Makian,Halmahera-Indonesia,Indonesia,0.32,127.4,1357,Stratovolcano,Historical,D1,4.0,"P,I",326.0,3.0,,,47.0,1.0,,,,3.0,326.0,3.0,,,47.0,1.0,,,,3.0
1863,8.0,17.0,TSU,EQ,Yasur,Vanuatu-SW Pacific,Vanuatu,-19.52,169.425,361,Stratovolcano,Historical,D1,,,,3.0,,,,,,,,,,3.0,,,,,,,,
1864,1.0,3.0,,,Kelut,Java,Indonesia,-7.93,112.30799999999999,1731,Stratovolcano,Historical,D1,2.0,M,54.0,2.0,,,,,,,,3.0,54.0,2.0,,,,,,,,3.0
1866,2.0,20.0,,,Santorini,Greece,Greece,36.404,25.396,329,Shield volcano,Historical,D2,2.0,T,1.0,1.0,,,,1.0,,,,,1.0,1.0,,,,1.0,,,,
1866,9.0,12.0,TSU,,Ofu-Olosega,Samoa-SW Pacific,United States,-14.175,-169.618,639,Shield volcano,Historical,D3,2.0,,,,,,,,,,,,,,,,,,,,,
1867,10.0,21.0,,,Zao,Honshu-Japan,Japan,38.15,140.45,1841,Complex volcano,Historical,D2,2.0,M,3.0,1.0,,,,,,,,,3.0,1.0,,,,,,,,
1868,4.0,3.0,TSU,EQ,Mauna Loa,Hawaiian Is,United States,19.475,-155.608,4170,Shield volcano,Historical,D1,2.0,"W,M",,,,,,,,1.0,37.0,1.0,77.0,2.0,,,,,,2.0,,3.0
1868,9.0,5.0,TSU,EQ,Etna,Italy,Italy,37.734,15.004000000000001,3350,Stratovolcano,Historical,D1,,,,,,,,,,,,,,,,,,,,,,
1869,7.0,7.0,,,Lewotobi,Lesser Sunda Is,Indonesia,-8.53,122.775,1703,Stratovolcano,Historical,D1,2.0,,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1869,8.0,,,,Lamongan,Java,Indonesia,-8.0,113.34200000000001,1651,Stratovolcano,Historical,D3,2.0,"T,A",8.0,1.0,,,,,,,,,8.0,1.0,,,,,,,,
1870,8.0,,,,Ruang,Sangihe Is-Indonesia,Indonesia,2.28,125.425,725,Stratovolcano,Historical,D2,2.0,,,1.0,,,,,,,40.0,1.0,,1.0,,,,,,,40.0,1.0
1870,,,,,Aoba,Vanuatu-SW Pacific,Vanuatu,-15.4,167.83,1496,Shield volcano,Historical,D1,2.0,M,,3.0,,,,,,3.0,,3.0,,3.0,,,,,,3.0,,3.0
1870,,,,,Iliwerung,Lesser Sunda Is,Indonesia,-8.54,123.59,1018,Complex volcano,Historical,D1,3.0,,,1.0,,,,,,,,,,1.0,,,,,,,,
1871,3.0,3.0,TSU,,Ruang,Sangihe Is-Indonesia,Indonesia,2.28,125.425,725,Stratovolcano,Historical,D2,2.0,W,,,,,,,,1.0,,1.0,400.0,3.0,,,,,,2.0,75.0,2.0
1871,4.0,30.0,TSU,EQ,Camiguin,Mindanao-Philippines,Philippines,9.203,124.67299999999999,1332,Stratovolcano,Historical,D2,2.0,,,1.0,,,,,,3.0,,3.0,,1.0,,,,,,3.0,,3.0
1871,8.0,7.0,,,Gamalama,Halmahera-Indonesia,Indonesia,0.8,127.325,1715,Stratovolcano,Historical,D1,2.0,T,1.0,1.0,,,1.0,1.0,,,,,1.0,1.0,,,1.0,1.0,,,,
1871,12.0,8.0,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,3.0,P,3.0,1.0,,,,,,,,,3.0,1.0,,,,,,,,
1872,4.0,15.0,,,Merapi,Java,Indonesia,-7.542000000000001,110.44200000000001,2947,Stratovolcano,Historical,D1,4.0,T,30.0,1.0,,,,1.0,,,50.0,1.0,30.0,1.0,,,,1.0,,,50.0,1.0
1872,4.0,17.0,,,Merapi,Java,Indonesia,-7.542000000000001,110.44200000000001,2947,Stratovolcano,Historical,D1,4.0,P,170.0,3.0,,,,,,,,2.0,170.0,3.0,,,,,,,,2.0
1872,4.0,24.0,,,Vesuvius,Italy,Italy,40.821,14.425999999999998,1281,Complex volcano,Historical,D2,3.0,"L,G",9.0,1.0,,,11.0,1.0,,,,,9.0,1.0,,,11.0,1.0,,,,
1872,11.0,3.0,,,Merapi,Java,Indonesia,-7.542000000000001,110.44200000000001,2947,Stratovolcano,Historical,D1,4.0,"P,T",200.0,3.0,,,,,,3.0,,3.0,200.0,3.0,,,,,,3.0,,3.0
1872,12.0,,,,Aso,Kyushu-Japan,Japan,32.88,131.1,1592,Caldera,Historical,D1,3.0,T,4.0,1.0,,,,,,,,,4.0,1.0,,,,,,,,
1872,,,,,Sinarka,Kuril Is,Russia,48.875,154.175,934,Stratovolcano,Historical,D3,4.0,P,,3.0,,,,,,,,,,3.0,,,,,,,,
1873,1.0,16.0,,,Ragang,Mindanao-Philippines,Philippines,7.67,124.5,2815,Stratovolcano,Historical,D2,2.0,,,1.0,,,,,,,,,,1.0,,,,,,,,
1873,,,,,Vesuvius,Italy,Italy,40.821,14.425999999999998,1281,Complex volcano,Historical,D2,,"G,T",9.0,1.0,,,,,,,,,9.0,1.0,,,,,,,,
1874,7.0,3.0,,,Miyake-jima,Izu Is-Japan,Japan,34.08,139.53,815,Stratovolcano,Historical,D1,3.0,T,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1874,7.0,19.0,,,Taal,Luzon-Philippines,Philippines,14.002,120.993,400,Stratovolcano,Historical,D1,2.0,,,1.0,,,,,,,,,,1.0,,,,,,,,
1875,1.0,29.0,,,Kelut,Java,Indonesia,-7.93,112.30799999999999,1731,Stratovolcano,Historical,D1,0.0,m,,1.0,,,,,,2.0,,2.0,,1.0,,,,,,2.0,,2.0
1875,3.0,29.0,,,Askja,Iceland-NE,Iceland,65.03,-16.75,1516,Stratovolcano,Historical,D2,5.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1875,,,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,,m,1500.0,4.0,,,,,,,,,1500.0,4.0,,,,,,,,
1877,2.0,14.0,TSU,EQ,Mauna Loa,Hawaiian Is,United States,19.475,-155.608,4170,Shield volcano,Historical,D1,0.0,,,,,,,,,,,,,,,,,,,,,
1877,6.0,25.0,,,Cotopaxi,Ecuador,Ecuador,-0.677,-78.436,5911,Stratovolcano,Historical,D2,4.0,M,340.0,3.0,,,,,,,,,340.0,3.0,,,,,,,,
1878,1.0,10.0,TSU,,Yasur,Vanuatu-SW Pacific,Vanuatu,-19.52,169.425,361,Stratovolcano,Historical,D1,3.0,,,,,,,,,,,,,,,,,,,1.0,,
1878,1.0,,TSU,,Rabaul,New Britain-SW Pac,Papua New Guinea,-4.271,152.203,688,Pyroclastic shield,Historical,D1,3.0,T,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1878,2.0,11.0,TSU,EQ,Yasur,Vanuatu-SW Pacific,Vanuatu,-19.52,169.425,361,Stratovolcano,Historical,D1,,,,,,,,,,,,,,,,,,,,,,
1878,8.0,29.0,TSU,EQ,Okmok,Aleutian Is,United States,53.42,-168.13,1073,Shield volcano,Historical,D1,2.0,,,,,,,,,,,,,,,,,,,,,
1879,2.0,4.0,TSU,,Stromboli,Italy,Italy,38.789,15.213,926,Stratovolcano,Historical,D1,2.0,,,,,,,,,,,,,,,,,,,,,
1883,3.0,,,,Karthala,Indian O-W,Comoros,-11.75,43.38,2361,Shield volcano,Historical,D1,2.0,L,,3.0,,,,,,3.0,,,,3.0,,,,,,3.0,,
1883,8.0,27.0,TSU,,Krakatau,Indonesia,Indonesia,-6.102,105.42299999999999,813,Caldera,Historical,D1,6.0,"W,P,I",2000.0,4.0,,,,3.0,,3.0,,3.0,36417.0,4.0,,,,3.0,,3.0,,3.0
1883,10.0,6.0,TSU,,Augustine,Alaska-SW,United States,59.37,-153.42,1252,Lava dome,Historical,D1,4.0,,8.0,1.0,,,,,,,,,8.0,1.0,,,,,,1.0,,1.0
1883,10.0,10.0,TSU,,Krakatau,Indonesia,Indonesia,-6.102,105.42299999999999,813,Caldera,Historical,D1,,,,,,,,,,,,,,,,,,,,,,
1883,12.0,,,,Bagana,Bougainville-SW Paci,Papua New Guinea,-6.14,155.195,1750,Lava cone,Historical,D1,3.0,T,,2.0,,,,,,,,,,2.0,,,,,,,,
1884,2.0,,TSU,,Krakatau,Indonesia,Indonesia,-6.102,105.42299999999999,813,Caldera,Historical,D1,,,,,,,,,,,,,,,,,,,,,,
1885,4.0,18.0,,,Semeru,Java,Indonesia,-8.107999999999999,112.92,3676,Stratovolcano,Historical,D1,2.0,A,74.0,2.0,,,,,,,,,74.0,2.0,,,,,,,,
1885,5.0,25.0,,EQ,Purace,Colombia,Colombia,2.32,-76.4,4650,Stratovolcano,Historical,D1,3.0,,,2.0,,,,,,2.0,,2.0,,2.0,,,,,,2.0,,2.0
1886,1.0,11.0,,,Tungurahua,Ecuador,Ecuador,-1.4669999999999999,-78.442,5023,Stratovolcano,Historical,D1,4.0,P,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1886,6.0,10.0,,,Okataina,New Zealand,New Zealand,-38.12,176.5,1111,Lava dome,Historical,D1,2.0,T,153.0,3.0,,,,,,,,,153.0,3.0,,,,,,,,
1886,8.0,31.0,,,Niuafo'ou,Tonga-SW Pacific,Tonga,-15.6,-175.63,260,Shield volcano,Historical,D1,4.0,,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,,
1887,3.0,9.0,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,3.0,T,15.0,1.0,,,,,,1.0,,1.0,15.0,1.0,,,,,,1.0,,1.0
1888,3.0,13.0,TSU,,Ritter Island,New Guinea-NE of,Papua New Guinea,-5.52,148.121,140,Stratovolcano,Historical,D1,3.0,W,,,,,,,,,,,,4.0,,,,,,3.0,,3.0
1888,7.0,15.0,,,Bandai,Honshu-Japan,Japan,37.6,140.08,1819,Stratovolcano,Historical,D3,4.0,"A,P",461.0,3.0,,,70.0,2.0,,2.0,,2.0,461.0,3.0,,,70.0,2.0,,2.0,,2.0
1889,9.0,6.0,TSU,EQ,Banua Wuhu,Sangihe Is-Indonesia,Indonesia,3.138,125.491,-5,Submarine volcano,Historical,D2,2.0,,,,,,,,,,,,,,,,,,,,,
1890,6.0,29.0,,,Makian,Halmahera-Indonesia,Indonesia,0.32,127.4,1357,Stratovolcano,Historical,D1,2.0,,,,,,,,,3.0,,3.0,,,,,,,,3.0,,3.0
1890,,,,,Victory,New Guinea,Papua New Guinea,-9.2,149.07,1925,Stratovolcano,Historical,D2,2.0,P,,3.0,,,,,,,,,,3.0,,,,,,,,
1892,5.0,21.0,,,Sorikmarapi,Sumatra,Indonesia,0.6859999999999999,99.539,2145,Stratovolcano,Historical,D1,2.0,M,180.0,3.0,,,,,,,,,180.0,3.0,,,,,,,,
1892,6.0,7.0,TSU,,Awu,Sangihe Is-Indonesia,Indonesia,3.67,125.5,1320,Stratovolcano,Historical,D1,3.0,"P,M",1532.0,4.0,,,,,,3.0,,3.0,1532.0,4.0,,,,,,3.0,,3.0
1892,8.0,30.0,TSU,,Tofua,Tonga-SW Pacific,Tonga,-19.75,-175.07,512,Caldera,Historical,D2,2.0,,,,,,,,,,,,,,,,,,,,,
1893,1.0,7.0,,,Calbuco,Chile-S,Chile,-41.326,-72.61399999999999,2003,Stratovolcano,Historical,D2,4.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1893,5.0,19.0,,,Azuma,Honshu-Japan,Japan,37.73,140.25,2024,Stratovolcano,Historical,D1,2.0,T,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1894,10.0,,,,Ambrym,Vanuatu-SW Pacific,Vanuatu,-16.25,168.12,1334,Pyroclastic shield,Historical,D1,3.0,"T,L",10.0,1.0,,,,,,,,,10.0,1.0,,,,,,,,
1895,5.0,22.0,,,Semeru,Java,Indonesia,-8.107999999999999,112.92,3676,Stratovolcano,Historical,D1,2.0,,,1.0,,,,,,1.0,,,,1.0,,,,,,1.0,,
1895,6.0,17.0,,,Karkar,New Guinea-NE of,Papua New Guinea,-4.649,145.964,1839,Stratovolcano,Historical,D1,2.0,"I,M",1.0,1.0,,,,,,,,,21.0,1.0,,,,,,,,
1895,10.0,16.0,,,Kirishima,Kyushu-Japan,Japan,31.93,130.87,1700,Shield volcano,Historical,D1,2.0,T,4.0,1.0,,,,,,,,,4.0,1.0,,,,,,,,
1895,,,,,Dakataua,New Britain-SW Pac,Papua New Guinea,-5.056,150.108,400,Caldera,Anthropology,D3,2.0,?,,1.0,,,,,,1.0,,,,1.0,,,,,,1.0,,
1896,3.0,15.0,,,Kirishima,Kyushu-Japan,Japan,31.93,130.87,1700,Shield volcano,Historical,D1,2.0,T,1.0,1.0,,,1.0,1.0,,,,,1.0,1.0,,,1.0,1.0,,,,
1897,3.0,26.0,TSU,,Tinakula,Santa Cruz Is-SW Pac,Solomon Is.,-10.38,165.8,851,Stratovolcano,Historical,D1,2.0,W,,,,,,,,,,,,,,,,,,1.0,,1.0
1897,5.0,23.0,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,3.0,"P,T,M",350.0,3.0,,,,,,,,,350.0,3.0,,,,,,,,
1899,11.0,13.0,,,Dona Juana,Colombia,Colombia,1.47,-76.92,4150,Stratovolcano,Historical,D2,4.0,P,55.0,2.0,,,,,,,,,55.0,2.0,,,,,,,,
1899,,,,,Manam,New Guinea-NE of,Papua New Guinea,-4.1,145.061,1807,Stratovolcano,Historical,D1,2.0,,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1900,1.0,22.0,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,Historical,D1,2.0,,25.0,1.0,,,,,,,,,25.0,1.0,,,,,,,,
1900,2.0,16.0,,,Kirishima,Kyushu-Japan,Japan,31.93,130.87,1700,Shield volcano,Historical,D1,2.0,,2.0,1.0,,,3.0,1.0,,,,,2.0,1.0,,,3.0,1.0,,,,
1900,7.0,17.0,,,Adatara,Honshu-Japan,Japan,37.62,140.28,1718,Stratovolcano,Historical,D1,2.0,T,72.0,2.0,,,10.0,1.0,,,,,72.0,2.0,,,10.0,1.0,,,,
1900,,,,,Tullu Moje,Africa-NE,Ethiopia,8.158,39.13,2349,Pumice cone,Anthropology,D2,,,,,,,,,,1.0,,,,,,,,,,,,
1901,5.0,22.0,,,Kelut,Java,Indonesia,-7.93,112.30799999999999,1731,Stratovolcano,Historical,D1,3.0,,,2.0,,,,,,,,,,2.0,,,,,,,,
1901,8.0,9.0,TSU,EQ,Epi,Vanuatu-SW Pacific,Vanuatu,-16.68,168.37,833,Stratovolcano,Historical,D1,,,,,,,,,,,,,,1.0,,,,,,2.0,,
1902,5.0,5.0,TSU,,Pelee,W Indies,Martinique,14.82,-61.17,1397,Stratovolcano,Historical,D2,,,23.0,1.0,,,,,,,,,23.0,1.0,,,,,,,,
1902,5.0,7.0,TSU,,Soufriere St. Vincent,W Indies,St. Vincent & the Grenadines,13.33,-61.18,1220,Stratovolcano,Historical,D1,4.0,P,1680.0,4.0,,,,3.0,,,,,1680.0,4.0,,,,3.0,,,,
1902,5.0,8.0,TSU,,Pelee,W Indies,Martinique,14.82,-61.17,1397,Stratovolcano,Historical,D2,4.0,P,28000.0,4.0,,,,,,,,,28000.0,4.0,,,,,,,,
1902,5.0,20.0,TSU,,Pelee,W Indies,Martinique,14.82,-61.17,1397,Stratovolcano,Historical,D2,,,,,,,,,,,,,,,,,,,,,,
1902,8.0,7.0,,,Tori-shima,Izu Is-Japan,Japan,30.48,140.32,403,Stratovolcano,Historical,D1,3.0,,125.0,3.0,,,,,,,,,125.0,3.0,,,,,,,,
1902,8.0,30.0,TSU,,Pelee,W Indies,Martinique,14.82,-61.17,1397,Stratovolcano,Historical,D2,4.0,P,1500.0,3.0,,,,,,,,,1500.0,3.0,,,,,,,,
1902,10.0,25.0,,,Santa Maria,Guatemala,Guatemala,14.755999999999998,-91.552,3772,Stratovolcano,Historical,D1,6.0,"T,G",2500.0,4.0,,,,,,2.0,,2.0,10000.0,4.0,,,,,,2.0,,2.0
1902,12.0,,,,Merapi,Java,Indonesia,-7.542000000000001,110.44200000000001,2947,Stratovolcano,Historical,D1,2.0,P,16.0,1.0,,,45.0,1.0,,,,2.0,16.0,1.0,,,45.0,1.0,,,,2.0
1903,8.0,30.0,,,Okataina,New Zealand,New Zealand,-38.12,176.5,1111,Lava dome,Historical,D1,1.0,T,4.0,1.0,,,,,,,,,4.0,1.0,,,,,,,,
1903,,,,,Karthala,Indian O-W,Comoros,-11.75,43.38,2361,Shield volcano,Historical,D1,,G,17.0,1.0,,,,,,,,,17.0,1.0,,,,,,,,
1904,2.0,25.0,,,Karthala,Indian O-W,Comoros,-11.75,43.38,2361,Shield volcano,Historical,D1,2.0,L,1.0,1.0,,,,,,1.0,,,1.0,1.0,,,,,,1.0,,
1905,3.0,10.0,,,Vesuvius,Italy,Italy,40.821,14.425999999999998,1281,Complex volcano,Historical,D2,2.0,T,1.0,1.0,,,1.0,1.0,,,,,1.0,1.0,,,1.0,1.0,,,,
1905,8.0,4.0,TSU,,Savai'i,Samoa-SW Pacific,Samoa,-13.612,-172.525,1858,Shield volcano,Historical,D2,2.0,,,,,,,,,3.0,,3.0,,,,,,,,3.0,,3.0
1906,4.0,4.0,TSU,,Vesuvius,Italy,Italy,40.821,14.425999999999998,1281,Complex volcano,Historical,D2,3.0,"T,L",350.0,3.0,,,300.0,3.0,,,,,350.0,3.0,,,300.0,3.0,,,,
1907,7.0,,TSU,,Unnamed,Tonga-SW Pacific,Tonga,-21.38,-175.65,-500,Submarine volcano,Historical,D2,0.0,,,,,,,,,,,,,,,,,,,,,
1907,8.0,4.0,,,Alayta,Africa-NE,Ethiopia,12.88,40.57,1501,Shield volcano,Historical,D2,2.0,,,1.0,,,,,,,,,,1.0,,,,,,,,
1907,9.0,28.0,,,Lewotobi,Lesser Sunda Is,Indonesia,-8.53,122.775,1703,Stratovolcano,Historical,D1,2.0,,1.0,1.0,,,,1.0,,,,,1.0,1.0,,,,1.0,,,,
1907,10.0,6.0,TSU,,Savai'i,Samoa-SW Pacific,Samoa,-13.612,-172.525,1858,Shield volcano,Historical,D2,,,,,,,,,,3.0,,3.0,,,,,,,,3.0,,3.0
1909,4.0,28.0,,EQ,"Cameroon, Mt.",Africa-W,Cameroon,4.203,9.17,4095,Stratovolcano,Historical,D1,2.0,,,,,,,,,,,,,,,,,,,,,
1909,9.0,,,,Semeru,Java,Indonesia,-8.107999999999999,112.92,3676,Stratovolcano,Historical,D1,2.0,m,221.0,3.0,,,,,,1.0,,,221.0,3.0,,,,,,1.0,,
1910,3.0,20.0,,,Taupo,New Zealand,New Zealand,-38.82,176.0,760,Caldera,Radiocarbon,D6,,m,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1910,7.0,25.0,,,Usu,Hokkaido-Japan,Japan,42.53,140.83,731,Stratovolcano,Historical,D1,2.0,M,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1911,1.0,30.0,TSU,EQ,Taal,Luzon-Philippines,Philippines,14.002,120.993,400,Stratovolcano,Historical,D1,3.0,"P,W",1335.0,4.0,,,199.0,3.0,,3.0,543.0,3.0,1335.0,4.0,,,199.0,3.0,,3.0,543.0,3.0
1911,5.0,8.0,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,Historical,D1,2.0,,1.0,1.0,,,,,,,60.0,2.0,1.0,1.0,,,,,,,60.0,2.0
1911,8.0,15.0,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,Historical,D1,2.0,,,3.0,,,,,,,,,,3.0,,,,,,,,
1911,11.0,3.0,TSU,,Piparo,Trinidad,Trinidad ,10.0,-61.0,140,Mud volcano,Historical,D1,,,,,,,,,,,,,,,,,,,,,,
1911,11.0,8.0,,,Semeru,Java,Indonesia,-8.107999999999999,112.92,3676,Stratovolcano,Historical,D1,3.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1912,9.0,6.0,,,Novarupta,Alaska Peninsula,United States,58.27,-155.16,841,Caldera,Historical,D2,6.0,T,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1912,12.0,3.0,,,Nyamuragira,Africa-C,"Congo, DRC",-1.4080000000000001,29.2,3058,Shield volcano,Historical,D1,3.0,L,20.0,1.0,,,,,,,,,20.0,1.0,,,,,,,,
1913,1.0,20.0,,,Colima,Mexico,Mexico,19.514,-103.62,3850,Stratovolcano,Historical,D1,4.0,"P,m",13.0,1.0,,,,,,,,,13.0,1.0,,,,,,,,
1913,3.0,14.0,TSU,EQ,Awu,Sangihe Is-Indonesia,Indonesia,3.67,125.5,1320,Stratovolcano,Historical,D1,2.0,,,,,,,,,,,,138.0,3.0,,,,2.0,,2.0,,3.0
1913,5.0,29.0,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,Historical,D1,1.0,T,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1913,6.0,23.0,,,Semeru,Java,Indonesia,-8.107999999999999,112.92,3676,Stratovolcano,Historical,D1,2.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1913,12.0,6.0,,,Ambrym,Vanuatu-SW Pacific,Vanuatu,-16.25,168.12,1334,Pyroclastic shield,Historical,D1,3.0,T,21.0,1.0,,,,,,3.0,,,21.0,1.0,,,,,,3.0,,
1914,1.0,12.0,TSU,EQ,Sakura-jima,Kyushu-Japan,Japan,31.58,130.67,1117,Stratovolcano,Historical,D1,4.0,"I,S,A,T",28.0,1.0,,,,3.0,0.04,1.0,2148.0,4.0,63.0,2.0,,,112.0,3.0,19.0,3.0,2268.0,4.0
1914,1.0,18.0,,,Pago,New Britain-SW Pac,Papua New Guinea,-5.58,150.52,742,Caldera,Historical,D2,3.0,I,,1.0,,,,,,,,,,1.0,,,,,,,,
1914,9.0,10.0,,,White Island,New Zealand,New Zealand,-37.52,177.18,321,Stratovolcano,Historical,D1,,A,11.0,1.0,,,,,,,,,11.0,1.0,,,,,,,,
1914,,,,,Aoba,Vanuatu-SW Pacific,Vanuatu,-15.4,167.83,1496,Shield volcano,Historical,D1,,L,100.0,2.0,,,,,,,,,100.0,2.0,,,,,,,,
1916,3.0,3.0,,,Tungurahua,Ecuador,Ecuador,-1.4669999999999999,-78.442,5023,Stratovolcano,Historical,D1,4.0,,,,,,,,,,,,,,,,,,,,,
1916,7.0,3.0,TSU,,Stromboli,Italy,Italy,38.789,15.213,926,Stratovolcano,Historical,D1,3.0,,,,,,,,,,,,,,,,,,,1.0,,
1917,1.0,1.0,,,"Lengai, Ol Doinyo",Africa-E,Tanzania,-2.7510000000000003,35.902,2890,Stratovolcano,Historical,D1,3.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1917,4.0,1.0,,,Okataina,New Zealand,New Zealand,-38.12,176.5,1111,Lava dome,Historical,D1,1.0,T,2.0,1.0,,,3.0,1.0,,,,,2.0,1.0,,,3.0,1.0,,,,
1917,4.0,,,,Calbuco,Chile-S,Chile,-41.326,-72.61399999999999,2003,Stratovolcano,Historical,D2,3.0,,,,,,,,,,,,,,,,,,,,,
1917,6.0,7.0,,EQ,San Salvador,El Salvador,El Salvador,13.735999999999999,-89.286,1893,Stratovolcano,Historical,D2,3.0,"S,L",325.0,3.0,,,,,,,,,325.0,3.0,,,,,,,,
1918,7.0,18.0,TSU,,Banua Wuhu,Sangihe Is-Indonesia,Indonesia,3.138,125.491,-5,Submarine volcano,Historical,D2,3.0,,,,,,,,,,,,,,,,,,,,,
1918,10.0,12.0,,,Katla,Iceland-S,Iceland,63.63,-19.05,1512,Subglacial volcano,Historical,D2,4.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1919,2.0,19.0,,,Popocatepetl,Mexico,Mexico,19.023,-98.62200000000001,5426,Stratovolcano,Historical,D1,1.0,A,,2.0,,,,,,,,,,2.0,,,,,,,,
1919,4.0,3.0,TSU,,Banua Wuhu,Sangihe Is-Indonesia,Indonesia,3.138,125.491,-5,Submarine volcano,Historical,D2,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,1.0
